Post Date,Description,Debit,Credit,Balance,Card,Transaction Type,Purchase Type,Monthly
5/11/2022,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 02",24.97,,884,0001,P,Loan,Y
5/12/2022,"Deposit Bulk/Checks 3,680.50 Check Count 1 Deposit Number 0000030",,3680.5,21970.93,NA,B,Deposit,N
5/12/2022,Withdrawal Cash,1500,,20470.93,NA,B,Withdrawal,N
5/12/2022,Uncollected Fee/Due since 05/11/22 - Courtesy Pay-Dbt,34,,18290.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/11/22 - Courtesy Pay-Dbt,34,,18324.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/11/22 - Courtesy Pay-Dbt,34,,18358.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/10/22 - Courtesy Pay-ACH,34,,18392.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/09/22 - UNPAIDNSF,34,,18426.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/09/22 - UNPAIDNSF,34,,18460.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/09/22 - Overdrawn ACH,34,,18494.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/09/22 - Overdrawn ACH,34,,18528.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/06/22 - Overdrawn Debit,34,,18562.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/06/22 - Overdrawn Debit,34,,18596.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/06/22 - Overdrawn Debit,34,,18630.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - UNPAIDNSF,34,,18664.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - UNPAIDNSF,34,,18698.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,18732.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,18766.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-ACH,34,,18800.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-ACH,34,,18834.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-ACH,34,,18868.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,18902.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,18936.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,18970.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,19004.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,19038.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/05/22 - Courtesy Pay-Dbt,34,,19072.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/04/22 - Courtesy Pay-Ck,34,,19106.43,NA,B,Fee,N
5/12/2022,Uncollected Fee/Due since 05/04/22 - Courtesy Pay-Ck,34,,19140.43,NA,B,Fee,N
5/12/2022,"Withdrawal Transfer/To HERNANDEZ,MARTHA 331014 Loan 02",422.81,,20048.12,0001,P,Loan,Y
5/13/2022,Withdrawal ACH AMEX EPAYMENT/TYPE: ACH PMT ID: 0005000008 DATA: ER AM CO: AMEX EPAYMENT,685.06,,17704.75,0001,B,Credit Card,Y
5/13/2022,"Withdrawal DEBIT CARD/IN *KRISTY R. CORTEZ, PC 512-8352635 TX Date 05/12/22 24692162132100619448426 Card 4969Merchant Category Code: 8931",750,,18423.73,4969,B,Professional Services,Y
5/13/2022,Withdrawal POS #213318502903/POS H-E-B #029 W LAKE HILLS TX Card 0718 Merchant Category Code: 5411,331.39,,10034.98,0718,P,Groceries,N
5/13/2022,Withdrawal DEBIT CARD/TEXAS HONE* TEXAS HONE rob@texashone TX Date 05/13/22 24492162133000030010071 Card 2272Merchant Category Code: 5812,35.41,,10366.37,3341,B,Food,N
5/13/2022,Withdrawal DEBIT CARD/SHELL OIL 10012713003 AUSTIN TX Date 05/12/22 24316052133548119186771 Card 2675Merchant Category Code: 5541,50,,10401.78,2675,B,Gas,N
5/13/2022,Withdrawal POS #213314657637/POS H-E-B #202 AUSTIN TX Card 2272 Merchant Category Code: 5411,186,,10451.78,3341,P,Groceries,N
5/13/2022,Withdrawal DEBIT CARD/RANDALLS #3145 LEANDER TX Date 05/12/22 24231682133837001930206 Card 4969Merchant Category Code: 5411,100,,10637.78,4969,P,Groceries,N
5/13/2022,Withdrawal DEBIT CARD/RANDALLS #3145 LEANDER TX Date 05/12/22 24231682133837001929240 Card 4969Merchant Category Code: 5411,64.88,,10737.78,4969,P,Groceries,N
5/13/2022,Withdrawal POS #213300441854/POS 7-ELEVEN 1870 S. Bagdad Roa US TX Card 4969Merchant Category Code: 5542,62.09,,10802.66,4969,B,Gas,N
5/13/2022,Withdrawal POS #213309983900/POS COPPER RIDGE MARKET 7500 WEST HWY 29 LIBERTY HILL TX Card 2675Merchant Category Code: 5542,73.97,,11264.75,2675,B,Gas,N
5/13/2022,Withdrawal POS #213311845199/POS SHELL SERVICE STATION ROUND ROCK TX Card 2272 Merchant Category Code: 5542,47.23,,11338.72,3341,B,Gas,N
5/13/2022,Withdrawal DEBIT CARD/DAIRY QUEEN 45856 AUSTIN TX Date 05/12/22 24231682133400000000305 Card 2272Merchant Category Code: 5814,13.93,,18389.81,3341,P,Food,N
5/13/2022,Recurring Withdrawal DEBIT CARD/MCW308-WHITESTONE 866-2543229 TX Date 05/12/22 24071052132939159553309 Card 2272Merchant Category Code: 7542,19.99,,18403.74,3341,P,Groceries,N
5/13/2022,Withdrawal POS #213200995320/POS 7-ELEVEN 6111 Bee Cave Rd US Austin Card 0718 Merchant Category Code: 5542,40.03,,19997.16,0718,B,Gas,N
5/13/2022,Withdrawal POS #213200998436/POS 7-ELEVEN 6111 BEE CAVE RD US AUSTIN Card 0718 Merchant Category Code: 5541,10.93,,20037.19,0718,P,Food,N
5/13/2022,Withdrawal at ATM #213300001926/ATM RBFCU 1110 N. BELL BLVD BLDG AUSTIN Card 4969 Merchant Category Code: 6011,400,,10864.75,4969,P,Loan,Y
5/13/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 05/12/22 24492152132852633634489 Card 4969Merchant Category Code: 4816,823.43,,19173.73,4969,B,Professional Services,N
5/13/2022,Withdrawal POS #107A7LDFC0X3/POS AMAZON.COM*1R8FV1L71 SEATTLE WA Card 4969 Merchant Category Code: 4816,124.89,,9910.09,4969,B,Supplies,N
5/13/2022,Withdrawal ACH WEBFILE TAX PYMT/TYPE: DD ID: 2146000311 DATA: CPA TAX PAYMENTS CO: WEBFILE TAX PYMT,6318.8,,11385.95,0001,B,Tax,Y
5/14/2022,"Deposit Bulk/Checks 1,075.00 Check Count 2 Deposit Number 0000016",,1075,10968.33,NA,B,Deposit,N
5/14/2022,Withdrawal POS #213500559482/POS WHOLEFDS CDP #10 5001 183 CEDAR PARK TX Card 2272Merchant Category Code: 5411,61.2,,6961.95,3341,P,Food,N
5/14/2022,Withdrawal POS #213428431500/POS C STORE-5625 WESTGATE 5625 WESTGATE AUSTIN TX Card 2272Merchant Category Code: 5542,45.18,,7023.15,3341,B,Gas,N
5/14/2022,Check 2532 Tracer 817000000196001,3400,,7568.33,NA,B,Labor,N
5/14/2022,Withdrawal DEBIT CARD/WINGSTOP - 411 - MCOMM 512-996-9464 TX Date 05/13/22 24269792134001061162215 Card 4969Merchant Category Code: 5814,16.76,,9893.33,4969,P,Food,N
5/14/2022,Withdrawal at ATM #213400002153/ATM RBFCU 1110 N. BELL BLVD BLDG AUSTIN Card 4969 Merchant Category Code: 6011,500,,7068.33,4969,P,Loan,Y
5/14/2022,Withdrawal POS #213500059198/POS DSW CEDAR PARK T 5001 HWY CEDAR PARK TX Card 2272Merchant Category Code: 5661,38.97,,6922.98,3341,P,Supplies,N
5/15/2022,Withdrawal DEBIT CARD/EXPEDIA 72305065969422 EXPEDIA.COM WA Date 05/15/22 24692162135100922961724 Card 0718Merchant Category Code: 4722,137.2,,6721.87,0718,P,Recreational,N
5/15/2022,Withdrawal POS #213595784143/POS NNT LAKE LINE FOOD 000131 1075 N LINE BLVD 1 CEDAR PARK TX Card 2272Merchant Category Code: 5999,27.03,,6859.07,3341,P,Food,N
5/15/2022,Withdrawal DEBIT CARD/TEXACO 0359729 CEDAR PARK TX Date 05/15/22 24692162135100423340048 Card 2272Merchant Category Code: 5541,32.57,,6886.1,3341,B,Gas,N
5/15/2022,Withdrawal DEBIT CARD/TEXACO 0359729 CEDAR PARK TX Date 05/14/22 24692162134100302553837 Card 2272Merchant Category Code: 5541,4.31,,6918.67,3341,B,Gas,N
5/16/2022,Withdrawal ACH HUMANA COMPBENEF/TYPE: 7709988936 ID: 2591843760 CO: HUMANA COMPBENEF,50.74,,20550.26,0001,P,Health Insurance,Y
5/16/2022,Withdrawal ACH LendingClub/TYPE: 8885963157 ID: 8510605731 DATA: Y CO: LendingClub,498.15,,19570.25,3341,B,Loan,Y
5/16/2022,"Deposit Bulk/Checks 3,247.50 Check Count 2 Deposit Number 0000009",,3247.5,20806.3,NA,B,Deposit,N
5/16/2022,Deposit ACH Texas Windstrom/TYPE: PAYABLES ID: 2746189303 DATA: DYNAMICS EFT DEPOSIT CO: Texas Windstrom,,8576,20601,NA,B,Deposit,N
5/16/2022,Deposit ACH INTUIT 19961325/TYPE: DEPOSIT ID: 9215986202 CO: INTUIT 19961325,,5326.75,12025,NA,B,Deposit,N
5/16/2022,Check 2533 Tracer 817200000631207,600,,13542.15,NA,B,Labor,N
5/16/2022,Withdrawal Cash,3500,,14142.15,NA,B,Withdrawal,N
5/16/2022,Check 2539 Tracer 817200000700218,2520,,17704.91,NA,B,Labor,N
5/16/2022,Withdrawal DEBIT CARD/RANDALLS #3145 LEANDER TX Date 05/15/22 24231682136837001923364 Card 4969Merchant Category Code: 5411,161.47,,20224.91,4969,P,Groceries,N
5/16/2022,Withdrawal DEBIT CARD/TEXAS HONE* TEXAS HONE rob@texashone TX Date 05/16/22 24492162136000022276638 Card 0718Merchant Category Code: 5812,48.79,,20386.38,0718,P,Food,N
5/16/2022,Withdrawal DEBIT CARD/JIMMY JOHNS - 1810 - ECOM 512-259-1030 Date 05/15/22 24269792136500560683850 Card 4969Merchant Category Code: 5814,27,,20512.98,4969,P,Food,N
5/16/2022,Withdrawal DEBIT CARD/CHIPOTLE ONLINE 180-024-4768 CA Date 05/16/22 24431062136083702313893 Card 4969Merchant Category Code: 5814,30.31,,20539.98,4969,P,Food,N
5/16/2022,Withdrawal POS #213615033894/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 0001Merchant Category Code: 5912,140.76,,20570.29,0001,P,Groceries,N
5/16/2022,Withdrawal POS #213615022625/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 0001Merchant Category Code: 5912,40.25,,20711.05,0001,P,Groceries,N
5/16/2022,Withdrawal ACH CAPITAL ONE/TYPE: CRCARDPMT ID: 9541719018 CO: CAPITAL ONE,300,,20068.4,0001,B,Credit Card,Y
5/16/2022,Withdrawal DEBIT CARD/TAQUERIA GUADALAJARA AUSTIN TX Date 05/14/22 24036282135017052284365 Card 2272Merchant Category Code: 5812,23.62,,6698.25,3341,P,Food,N
5/16/2022,Withdrawal ACH FARMERS INS EXCH/TYPE: INSPAYMENT ID: 2432215866 DATA: BILL PAYMENT CO: FARMERS INS EXCH,661.91,,18408.34,0001,B,Auto Insurance,Y
5/16/2022,Withdrawal ACH DISCOVER/TYPE: E-PAYMENT ID: 3510020270 DATA: DC PYMNTS DCIDPIINT CO: DISCOVER NAME: HERNANDEZ SALVADOR,500,,19070.25,3341,P,Credit Card,Y
5/16/2022,Withdrawal ACH INTUIT 85940695/TYPE: TRAN FEE ID: 9215986202 CO: INTUIT 85940695,181.86,,20368.4,0001,B,Software,Y
5/16/2022,Withdrawal ACH THE GUARDIAN/TYPE: INSUR PREM ID: 9555845001 CO: THE GUARDIAN,849.54,,17558.8,3341,B,Life Insurance,Y
5/16/2022,Withdrawal POS #213664311501/POS NST THE HOME DEPOT 002674 11301 LAKELINE RD AUSTIN TX Card 2272Merchant Category Code: 5200,77.81,,20435.17,3341,B,Supplies,N
5/16/2022,Withdrawal DEBIT CARD/TAMU NEW STUDENT CONFE 979-845-5209 TX Date 05/16/22 24692162136100115932317 Card 0718Merchant Category Code: 8220,55,,20751.3,0718,P,Recreational,N
5/16/2022,Withdrawal POS #7JSKO65MLAZS/POS AMAZON.COM*1L56D0020 SEATTLE WA Card 4969 Merchant Category Code: 4816,62.76,,17642.15,4969,B,Supplies,N
5/17/2022,Recurring Withdrawal Bill Payment - #213621100908/BP HP *INSTANT INK 855-785-2777 CA Card 0001 Merchant Category Code: 5111,27.05,,13515.1,0001,B,Supplies,Y
5/17/2022,"Deposit Bulk/Checks 3,312.45 Check Count 1 Deposit Number 0000025",,3312.45,15983.06,NA,B,Deposit,N
5/17/2022,Withdrawal DEBIT CARD/TEXACO 0359729 CEDAR PARK TX Date 05/17/22 24692162137100639889117 Card 2272Merchant Category Code: 5541,32.24,,11091.71,3341,B,Gas,N
5/17/2022,Check 2544 Tracer 817300000352534,500,,11123.95,NA,B,Labor,N
5/17/2022,Check 2535 Tracer 817300000352985,1000,,11623.95,NA,B,Labor,N
5/17/2022,Check 2534 Tracer 817300000354421,1650,,12623.95,NA,B,Labor,N
5/17/2022,Withdrawal DEBIT CARD/QT 4143 CEDAR PARK TX Date 05/16/22 24692162137100416353543 Card 4969Merchant Category Code: 5541,37.96,,14480.69,4969,B,Gas,N
5/17/2022,Check 2537 Tracer 817300000201001,1408,,14518.65,NA,B,Labor,N
5/17/2022,Withdrawal POS #213700852751/POS 7-ELEVEN 6111 Bee Cave Rd US Austin Card 2675 Merchant Category Code: 5542,56.41,,15926.65,2675,B,Gas,N
5/17/2022,Withdrawal POS #213743560800/POS 7-ELEVEN 36630 7844 BURNET RD AUSTIN TX Card 2675Merchant Category Code: 5542,112.87,,13341.15,2675,B,Gas,N
5/17/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 05/16/22 24427332136740274131325 Card 4969Merchant Category Code: 5411,61.08,,13454.02,4969,P,Groceries,N
5/17/2022,Withdrawal ACH CHASE CREDIT CRD/TYPE: EPAY ID: 5760039224 CO: CHASE CREDIT CRD NAME: ARACELI VAZQUEZ,500,,12741.15,4969,P,Credit Card,Y
5/17/2022,Withdrawal ACH CITI CARD ONLINE/TYPE: PAYMENT ID: CITICTP CO: CITI CARD ONLINE NAME: MARTHA G HERNANDEZ,100,,13241.15,0001,P,Credit Card,Y
5/17/2022,Withdrawal POS #213757855001/POS NST THE HOME DEPOT 000795 7900 N FM 620 AUSTIN TX Card 2675Merchant Category Code: 5200,39.96,,12701.19,2675,B,Supplies,N
5/17/2022,Withdrawal POS #213764480101/POS NST THE HOME DEPOT 000858 7900 N FM 620 AUSTIN TX Card 2675Merchant Category Code: 5200,30.58,,12670.61,2675,B,Supplies,N
5/17/2022,Withdrawal POS #213719939335/POS LAMBS TIRE 4155 3510 LAKE LEANDER TX Card 4969 Merchant Category Code: 5541,154.58,,14326.11,4969,B,Auto Maintenance,N
5/17/2022,Withdrawal POS #2DIFXG9IBL08/POS AMAZON.COM*1L52Z1XM0 SEATTLE WA Card 4969 Merchant Category Code: 4816,52.16,,14273.95,4969,B,Supplies,N
5/18/2022,Withdrawal ACH HOME DEPOT/TYPE: AUTO PYMT ID: CITIAUTFDR CO: HOME DEPOT,29,,11062.71,NA,B,Supplies,N
5/18/2022,Withdrawal ACH ALLSTATE INS CO/TYPE: INS PREM ID: 1360719665 DATA: ACH.EZPR02010 S CO: ALLSTATE INS CO,352.23,,10661.25,NA,B,Auto Insurance,Y
5/18/2022,Withdrawal ACH ALLSTATE INS CO/TYPE: INS PREM ID: 1360719665 DATA: ACH.EZPR02010 S CO: ALLSTATE INS CO,49.23,,11013.48,NA,B,Auto Insurance,Y
5/18/2022,Deposit Bulk/Checks 299.77 Check Count 1 Deposit Number 0000025,,299.77,10799.12,NA,B,Deposit,N
5/18/2022,Withdrawal POS #213816786574/POS NNT LAKE LINE FOOD 002355 1075 N LINE BLVD 1 CEDAR PARK TX Card 2272Merchant Category Code: 5999,19.47,,10459.78,3341,P,Food,N
5/18/2022,Withdrawal DEBIT CARD/EL POLLO RICO 9 CEDAR PARK TX Date 05/17/22 24013392138001921182829 Card 4969Merchant Category Code: 5812,47.5,,10479.25,4969,P,Food,N
5/18/2022,Withdrawal POS #213894068300/POS SUNOCO 0856051800 2501 SOUTH WATER BURNET TX Card 2272Merchant Category Code: 5541,23.74,,10575.38,3341,B,Gas,N
5/18/2022,Withdrawal DEBIT CARD/CITY OF SAN ANTONIO 210-207-1111 TX Date 05/18/22 24692162138100145523787 Card 4969Merchant Category Code: 9399,161.9,,10499.35,4969,P,Utilities,Y
5/18/2022,Withdrawal Transfer To Loan 00,200,,10599.12,0001,P,Loan,Y
5/18/2022,Withdrawal POS #213816386788/POS LOWE'S #2774 LEANDER TX Card 2675 Merchant Category Code: 5200,48.63,,10526.75,2675,P,Supplies,N
5/19/2022,Withdrawal ACH ALLSTATE INS CO/TYPE: INS PREM ID: 1360719665 DATA: ACH.EZPR02010 Q CO: ALLSTATE INS NAME: HERNANDEZ,59.53,,10097.47,3341,B,Auto Insurance,Y
5/19/2022,Withdrawal ACH ATT/TYPE: Payment ID: 9864031004 CO: ATT,80.42,,10017.05,0001,B,Internet,Y
5/19/2022,Withdrawal DEBIT CARD/ATMOS ENERGY 888-286-6700 TX Date 05/18/22 24692162138100598589228 Card 4969Merchant Category Code: 4900,149.73,,10284.12,4969,P,Utilities,N
5/19/2022,Deposit Transfer From Loan 00,,102.44,3279.78,NA,B,Deposit,N
5/19/2022,Check 2542 Tracer 817500000255635,1200,,729.78,NA,B,Labor,N
5/19/2022,Check 2536 Tracer 817500000256008,1350,,1929.78,NA,B,Labor,N
5/19/2022,Check 2531 Tracer 817500000256203,2400,,3177.34,NA,B,Labor,N
5/19/2022,Withdrawal POS #213921709850/POS WALGREENS STORE 905 CRYST LEANDER TX Card 4969 Merchant Category Code: 5912,107.12,,5577.34,4969,P,Groceries,N
5/19/2022,Check 2538 Tracer 817500000192097,3750,,5684.46,NA,B,Labor,N
5/19/2022,Withdrawal POS #213900393993/POS 7-ELEVEN 6111 Bee Cave Rd US Austin Card 2675 Merchant Category Code: 5542,65.68,,9434.46,2675,B,Gas,N
5/19/2022,Withdrawal DEBIT CARD/SALTGRASS AUSTIN AUSTIN TX Date 05/18/22 24943002139207688500090 Card 2272Merchant Category Code: 5812,127.12,,10157,3341,P,Food,N
5/19/2022,Withdrawal ACH CAPITAL ONE/TYPE: CRCARDPMT ID: 9541719318 CO: CAPITAL ONE,200,,9817.05,0001,B,Credit Card,Y
5/19/2022,Withdrawal ACH *LINCOLN NATLIFE/TYPE: PREMPAYMNT ID: 3504728231 DATA: 0018400TER CO: *LINCOLN NATLIFE,316.91,,9500.14,0001,B,Life Insurance,Y
5/19/2022,Withdrawal POS #6I6ANUOLI2L0/POS AMAZON.COM*1L5MO9SD2 SEATTLE WA Card 4969 Merchant Category Code: 4816,25.93,,10433.85,4969,B,Supplies,N
5/20/2022,Withdrawal DEBIT CARD/AMZN Mktp US*1L3IG3S00 Amzn.com/bill WA Date 05/19/22 24692162139100428561461 Card 4969Merchant Category Code: 5942,309.67,,-63.32,4969,P,Supplies,N
5/20/2022,Withdrawal DEBIT CARD/AMZN Mktp US*1X1MQ0OL1 Amzn.com/bill WA Date 05/20/22 24692162140100985975184 Card 4969Merchant Category Code: 5942,159.6,,-881.81,4969,P,Supplies,N
5/20/2022,Deposit ACH Texas Windstrom/TYPE: PAYABLES ID: 2746189303 DATA: DYNAMICS EFT DEPOSIT CO: Texas Windstrom,,342.68,-599.94,NA,B,Deposit,N
5/20/2022,Withdrawal DEBIT CARD/DD DOORDASH WINGSTOP 855-973-1040 CA Date 05/20/22 24492152140745554817804 Card 4969Merchant Category Code: 5812,36.88,,-918.69,4969,P,Food,N
5/20/2022,Withdrawal DEBIT CARD/RANDALLS #3145 LEANDER TX Date 05/19/22 24231682140837001257452 Card 4969Merchant Category Code: 5411,122.27,,-722.21,4969,P,Groceries,N
5/20/2022,Withdrawal POS #214012755157/POS H-E-B GAS/CARWASH #265 CEDAR PARK TX Card 4969 Merchant Category Code: 5542,81.71,,-942.62,4969,B,Gas,N
5/20/2022,Withdrawal DEBIT CARD/HOPDODDY CEDAR PARK CR 512-852-9406 TX Date 05/20/22 24692162140100833821358 Card 4969Merchant Category Code: 5812,34.91,,-860.91,4969,P,Food,N
5/20/2022,Withdrawal POS #214013647516/POS WALGREENS STORE 1505 W WH CEDAR PARK TX Card 2272Merchant Category Code: 5912,19.99,,-826,3341,P,Groceries,N
5/20/2022,Withdrawal DEBIT CARD/LAKELINE XPRESS MART CEDAR PARK TX Date 05/19/22 24137462140001247050138 Card 2272Merchant Category Code: 5541,12.97,,-806.01,3341,P,Food,N
5/20/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 05/19/22 24427332139740282205191 Card 4969Merchant Category Code: 5411,16.71,,-793.04,4969,P,Groceries,N
5/20/2022,Withdrawal DEBIT CARD/H-E-B #265 CEDAR PARK TX Date 05/19/22 24427332139740282204632 Card 4969Merchant Category Code: 5411,48.51,,-776.33,4969,P,Groceries,N
5/20/2022,Withdrawal DEBIT CARD/TST* C.R. SURF AND TURF CEDAR PARK TX Date 05/19/22 24137462139300647176375 Card 2272Merchant Category Code: 5812,76.25,,-727.82,3341,P,Food,N
5/20/2022,Withdrawal DEBIT CARD/KERBEY LANE CAFE-WL olo.com TX Date 05/18/22 24733092139091814000158 Card 0718Merchant Category Code: 5812,53.25,,-651.57,0718,P,Food,N
5/20/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 05/19/22 24492152139852983332752 Card 2272Merchant Category Code: 4816,90.31,,426.97,3341,B,Professional Services,N
5/20/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 05/19/22 24492152139852983405426 Card 2272Merchant Category Code: 4816,180.62,,246.35,3341,B,Professional Services,N
5/20/2022,Withdrawal DEBIT CARD/PAYPAL *HITECHPOWER HITEC 402-935-7733 Date 05/19/22 24492152139852983510183 Card 2272Merchant Category Code: 4816,212.5,,517.28,3341,B,Professional Services,N
5/20/2022,Withdrawal DEBIT CARD/THE CROMEENS LAW FIRM HOUSTON TX Date 05/19/22 24559302139900012980249 Card 2272Merchant Category Code: 8111,535,,-598.32,3341,B,Professional Services,N
5/21/2022,"Deposit Bulk/Checks 16,020.03 Check Count 1 Deposit Number 0000005",,16020.03,14959.65,NA,B,Deposit,N
5/21/2022,Withdrawal ATM Fee/ATM ALI00736 1405 W WHITESTONE BLVD PARK TX Card 2272Merchant Category Code: 6011,1,,12714.7,3341,B,Fee,N
5/21/2022,Withdrawal at ATM #214123953533/ATM ALI00736 1405 W WHITESTONE BLVD PARK TX Card 2272Merchant Category Code: 6011,42,,12715.7,3341,B,Withdrawal,N
5/21/2022,Withdrawal POS #214119273309/POS SHELL SERVICE STATION CEDAR PARK TX Card 2272 Merchant Category Code: 5541,41.1,,12757.7,3341,B,Gas,N
5/21/2022,Withdrawal POS #214112958925/POS RANDALLS #3145 LEANDER TX Card 4969 Merchant Category Code: 5411,126.07,,12798.8,4969,P,Groceries,N
5/21/2022,Withdrawal POS #214110646434/POS SHELL SERVICE STATION CEDAR PARK TX Card 2272 Merchant Category Code: 5542,31.78,,12924.87,3341,B,Gas,N
5/21/2022,"Withdrawal by Check/Check 05 496415 Disbursed 1,000.00",1003,,12956.65,NA,B,Labor,N
5/21/2022,Withdrawal Cash,1000,,13959.65,NA,B,Withdrawal,N
5/21/2022,Withdrawal DEBIT CARD/DOORDASH*BLAZE PIZZA WWW.DOORDASH. CA Date 05/21/22 24011342141000036061300 Card 4969Merchant Category Code: 5812,52.3,,-1060.38,4969,P,Food,N
5/21/2022,Withdrawal POS #214158027245/POS NNT MI TIENDITA 002002 1725 OHLEN AUSTIN TX Card 2272Merchant Category Code: 5499,2.7,,-1008.08,3341,B,Labor,N
5/21/2022,Withdrawal DEBIT CARD/PRO SERVE ENTERPRISE 512-326-2811 TX Date 05/19/22 24251382140017025263446 Card 2272Merchant Category Code: 2842,86.69,,-1005.38,3341,B,Supplies,N
5/22/2022,Withdrawal DEBIT CARD/DOORDASH*EINSTEIN BROS WWW.DOORDASH. CA Date 05/22/22 24011342142000048794392 Card 4969Merchant Category Code: 5812,31.13,,11148.31,4969,P,Food,N
5/22/2022,Withdrawal DEBIT CARD/SHELL OIL 57541467106 AUSTIN TX Date 05/21/22 24316052142548174823895 Card 2272Merchant Category Code: 5542,63.49,,11179.44,3341,B,Gas,N
5/22/2022,Withdrawal DEBIT CARD/TST* ESTANCIA BRAZILIAN S AUSTIN TX Date 05/22/22 24137462142500686146222 Card 2272Merchant Category Code: 5812,791.77,,11242.93,3341,B,Food,N
5/22/2022,Uncollected Fee/Due since 05/21/22 - Courtesy Pay-Dbt,34,,12034.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/21/22 - Courtesy Pay-Dbt,34,,12068.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/21/22 - Courtesy Pay-Dbt,34,,12102.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12136.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12170.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12204.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12238.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12272.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12306.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12340.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12374.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12408.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12442.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12476.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12510.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12544.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12578.7,NA,B,Fee,N
5/22/2022,Uncollected Fee/Due since 05/20/22 - Courtesy Pay-Dbt,34,,12612.7,NA,B,Fee,N
